,caption,class
593,Packing tape is being stretched out and rolled into a ball.,[68]
594,A dog is barking with intense traffic in the background.,[4]
595,"Quiet machine, traffic, birds, and a motorbike.",[51]
596,A clap is heard during an impulse-response reverb.,[19]
597,Lapping waves and distant fishing motor boats are heard.,[51]
598,"People are walking, talking, and kids are present, birds are chirping, and some traffic is present.","[73, 17]"
599,Water from a stream is heard.,[66]
600,"A dog is barking and people are shouting, with traffic in the background.",[4]
601,Street noise is heard with people talking and birds chirping and cars passing by.,"[17, 12]"
602,A note is being played on a harmonica.,[40]
603,Noise is derived from a short tape.,[68]
604,A fart is being produced.,[30]
605,Waves are on a beach.,[75]
606,A fart is being made.,[30]
607,A fly or bee is buzzing and wind is blowing.,[11]
608,Waves are rolling up on a sand beach.,[75]
609,Someone is typing on an old keyboard.,[20]
610,A dog is chewing on a raquetball.,[14]
611,Someone is zipping up a pencil bag.,[79]
612,Applause at the beginning of classic music piece.,[3]
613,Dripping water is being recorded.,[28]
614,Bees are buzzing on a blooming plant.,[11]
615,Someone is closing a nylon backpack zipper.,[79]
616,A small stream is making noise.,[66]
617,"A water spring and the sounds of wind, plants, and crickets.",[22]
618,"Bells from a church or cathedral, claps, and flamenco music.","[18, 19]"
619,The sound of a vending machine motor is present.,[51]
620,Water is splurging out of a tap.,"[74, 68]"
621,Someone is slamming and then slowly opening an old rusty electrical main cabinet door.,[63]
622,Ticking of a room tone is being heard.,[69]
623,Church bells are being recorded.,[18]
624,A Great Tit is chirping.,[17]
625,A water faucet is being turned off.,[74]
626,Someone is writing hard on a whiteboard with a marker.,[77]
627,Someone is knocking on a door.,[44]
628,"A street cleaner with high pressure water is working and traffic can be heard in the background, including a bus horn.",[10]
629,Motorbike and people talking.,[51]
630,Street performance with clapping.,[19]
631,A white noise cheer is heard.,[13]
632,A low gong bash is heard with rumble resonance.,[38]
633,"The sound of the sea, boats, and crickets are in a night harbor atmosphere.",[22]
634,A pen is writing in a notebook in a classroom.,[77]
635,A marimba is being played between rehearsals for a concert.,[47]
636,Scream sounds are being placed.,[58]
637,Someone is turning on a microwave.,[50]
638,A microwave is heating something.,[50]
639,A hissing sound is being made.,[42]
640,Someone is opening and closing a drawer.,[27]
641,A printer is on stand-by in a library.,[52]
642,Printer cover opening and closing.,[52]
643,A tap produces water in a girls' toilet.,"[74, 68]"
644,A microwave door is being opened.,[50]
645,A computer fan is in a library.,[48]
646,The noise from a vending machine motor is being heard.,[51]
647,A bicycle bell is ringing.,[8]
648,A measuring tape is being collected in a building.,[68]
649,A guitar is being strummed.,[67]
650,A fan speed slider is being adjusted in a car.,[48]
651,A keyboard is being typed.,[20]
652,Zipper movement is captured.,[79]
653,Someone is slamming an electrical cabinet door.,[63]
654,Adhesive tape is being cut inside a campus.,[68]
655,Sound of writing on a computer keyboard.,"[20, 77]"
656,Someone is typing on a computer keyboard.,[20]
657,Buttons of a printer machine are being pressed.,[52]
658,Someone is writing in a library.,[77]
659,Tap water is running in a ceramic sink.,"[74, 68]"
660,Soft sporadic ticks are interspersed in constant ticking.,[69]
661,Friendly ghost is whispering with variation.,[76]
662,Someone is typing on a keyboard.,[20]
663,A coffee pot is being used.,[26]
664,A shopping street with music and a clap.,[19]
665,Kids and children are talking and birds are chirping in a quiet street.,[17]
666,A high gong is being bashed with rumble resonance.,[38]
667,A dog is barking in the street.,[4]
668,An airy noise cheer effect is happening.,[13]
669,Traffic and people are making noise in a busy avenue.,[71]
670,A cat is meowing and purring near the microphone.,"[49, 53]"
671,Unprocessed field recording of a storm with heavy rain and faint traffic noise is heard.,[71]
672,Parts of damped-or-not scream are placed.,[58]
673,A clock is ticking in a car.,[69]
674,A crowd is heard in a celebration.,[23]
675,Someone is scraping and tapping.,[68]
676,A hi-hat is being played.,[41]
677,A motorbike in a shopping street with people is heard.,[51]
678,"People are playing a sport, talking, and cars are passing by.",[12]
679,An ambulance and a motorbike engine are heard.,[51]
680,A storm with heavy rain is happening in a residential area with faint traffic noise in the background.,[71]
681,Someone is chewing loudly.,[14]
682,Noisy hissing is being made.,[42]
683,HVAC fan speed selector is captured.,[48]
684,A microwave is opening and finalizing.,[50]
685,The sound of a microwave is heard.,[50]
686,An experiment with tape recording is being conducted.,[68]
687,"Busy street sounds with music, clapping, and talking.",[19]
688,"People talking and walking, and traffic are making noise.","[73, 71]"
689,"People talking and walking, birds, and traffic are making noise.","[73, 71]"
690,Someone's dad farted.,[30]
691,A noisy hissing sound is playing.,[42]
692,"Children are cheering and playing with a ball, and piano music is playing from a nearby classroom.",[13]
693,Zipper is opening on a notebook in the library.,[79]
694,Something is stapling paper.,[68]
695,Someone is writing on a whiteboard.,[77]
696,"Birds, dogs, and a distant motorcycle are heard.",[51]
697,A brighter gong sound is present.,[38]
698,Microwaves are heating food.,[50]
699,Someone is closing and knocking on a door.,[44]
700,A printer is making noise when someone presses the turn on button.,[52]
701,Zippers are going up and down.,[79]
702,Someone writes on a whiteboard with a marker.,[77]
703,A bus engine is making a powerful and stressful sound.,[10]
704,"Children are talking, birds are chirping, traffic is in the background, and a horn is being honked.",[17]
705,People are talking and using cutlery in a restaurant.,[25]
706,A modulated bass guitar is playing.,[6]
707,The sound of a vehicle's motor.,[51]
708,Hissing pulse sound is playing.,[42]
709,An organ-sounding synthesizer is being played on a keyboard.,[20]
710,Someone is adding to a collection of toilet flushes.,[70]
711,"A motor starts, idles, and shuts down.",[51]
712,Vibraphone and bass track is being recorded on a keyboard.,[20]
713,Gong is being struck with a black plastic mallet.,[38]
714,Gong being struck with a mallet.,[38]
715,The air is buzzing with weird technology and energy.,[11]
716,Water is gurgling under rocks.,[39]
717,Someone is playing a drum track on a keyboard.,[20]
718,A printer printing a paper.,[52]
719,Ukulele is being strummed and processed.,[67]
720,Small gong is being struck with a plastic mallet.,[38]
721,Strong winds and rustling trees are heard with occasional passing cars.,[12]
722,"Liquid is being opened, poured and slammed onto a table.",[63]
723,People are talking and playing guitar and accordion in a street.,[1]
724,Energy is buzzing.,[11]
725,"The sounds of crickets, cicadas, frogs, and a barking dog are heard in a botanical garden.","[4, 22]"
726,Someone is yelling and being recorded.,[78]
727,Gunshot with barking dogs in the background.,[4]
728,Someone is writing and scratching with a pen.,[77]
729,A female voice is speaking for a voice over.,[32]
730,Waves and people are being heard at a beach.,[75]
731,A big stream is in the mountains.,[66]
732,Someone is playing a harmonica.,[40]
733,A harmonica sound is playing.,[40]
734,"A mechanical alarm clock with copper bells is being pulled and ringing, with a ticking sound and chiming.",[69]
735,"Alarm clock is pulled, ticking and close sound.",[69]
736,A diesel motorcar is approaching a station and frequently blowing the horn.,[51]
737,"Dogs are barking, birds are singing and sheepbells are ringing in the countryside.",[4]
738,Accordion is playing in the darkness.,[1]
739,A clock is ticking.,[69]
740,Sound is an old ticking clock in a room.,[69]
741,A handcar is passing by.,[12]
742,A squeaky faucet is heard.,"[65, 74]"
743,A harmonica is played during a practice session.,[40]
744,A dry reed is making a small squeak.,[65]
745,Someone is writing with a pen on paper.,[77]
746,A little fast moving stream.,[66]
747,Coins are being clinked in a glass.,[16]
748,A harmonica sound is being played.,[40]
749,Waves and people are heard at a city beach.,[75]
750,Someone is turning on and off a fan with an acoustic-guitar piezo sensor.,[48]
751,A mechanical alarm clock is ringing and buzzing.,[11]
752,A mechanical alarm clock with copper bells is being pulled and ticking.,[69]
753,Someone is opening and closing a microwave oven door.,[50]
754,A metal drawer is opening and closing.,[27]
755,Cars are passing and one is accelerating.,"[0, 12]"
756,A woman's speech is transformed.,[32]
757,A harmonica sound is being synthesized.,[40]
758,A female speech is modified.,[32]
759,Squeaky faucet sound.,"[65, 74]"
760,A chord is being played on a harmonica.,[40]
761,Chords are being played and gradually waived through a harmonica recording.,[40]
762,A harmonica rift is being played.,[40]
763,Someone slammed a car door shut.,[63]
764,Someone is knocking plastic.,[44]
765,Typing on a PC keyboard is recorded in silence.,[20]
766,A dog is chewing.,[14]
767,Knocking on wood is happening at various speeds.,[44]
768,A toilet being flushed.,[70]
769,A female speech is being transformed.,[32]
770,A sharp knock is heard.,[44]
771,Modified female speech.,[32]
772,Church bells and traffic are heard.,[18]
773,Someone is turning the fan on and off with a guitar sensor.,[48]
774,A desk fan is at medium speed.,[48]
775,Water streams are joining.,[66]
776,A sink is dripping.,[28]
777,Ocean waves are breaking through rocks on the beach.,[75]
778,A female is speaking for a voice over.,[32]
779,Group of people are cheering and screaming.,"[58, 13]"
780,An old table clock ticking with uneven movements.,[69]
781,Big stream in the mountains is heard.,[66]
782,Rainforest ambience near a water stream is being recorded.,[66]
783,Sounds are being recorded at a bus and train station.,[10]
784,People are talking at a bus and train station.,[10]
785,Someone is typing a mechanical keyboard.,[20]
786,Group of people cheering and screaming.,"[58, 13]"
787,Wind is making gusts in bare trees and dripping water is happening.,[28]
788,Masking tape is being used.,[68]
789,"Fireworks are being lit, and some cars are passing by.",[12]
790,Someone is tapping various metallic objects.,[68]
791,Gas is escaping from a small hole in rock. Loud noise and hissing. Close sound.,[42]
792,A dry creek is being recorded with high winds in the forest and small woodland creatures making noises. Crickets are singing in the field.,[22]
793,Scissors are spinning on a person's finger.,[57]
794,A car passing by during a field recording.,[12]
795,An air conditioning is making a motor sound.,[51]
796,Thrushes are singing and a light breeze is whispering.,[76]
797,A bathroom fan is heard.,[48]
798,A vending machine is making a buzzing sound.,[11]
799,Metallic objects are being tapped and hammered.,[68]
800,Metal objects are being tapped and ringing tones are heard.,[68]
801,A police car is passing by.,[12]
